REPO,archive,technology,path,stars,first_commit,introduced_at,latest_commit,dev_percentage
kokoichi206/til,kokoichi206-til.tar.gz,opa,books/anything/pac/main/main.rego,0.0,2021-07-15 17:21:38+09:00,2022-08-30 23:13:26+09:00,2025-02-02 16:50:17+00:00,31.674300669280000
soluto/airbag,Soluto-airbag.tar.gz,opa,open-policy-agent/policy.rego,23.0,2018-02-07 17:29:37+02:00,2019-05-30 08:55:06+03:00,2022-07-12 15:38:30+00:00,29.49252541486150
9elements/firmware-action,9elements-firmware-action.tar.gz,opa,.trivy_policy/policy/firmware_exception.rego,18.0,2023-01-26 16:03:17+01:00,2023-08-08 19:29:30+02:00,2025-06-10 01:05:32+00:00,22.428640027464800
tyconsulting/blogposts,tyconsulting-BlogPosts.tar.gz,azure,Azure-Bicep/policy-definitions/general/pol-deny-resource-type.json,32.0,2016-07-17 19:02:27+10:00,2024-03-06 16:19:10+11:00,2024-12-24 06:11:19+00:00,90.4916445407554
cds-snc/opa_checks,cds-snc-opa_checks.tar.gz,opa,aws_terraform/ssm_parameter_name_invalid.rego,2.0,2021-09-13 15:34:13-04:00,2023-11-11 18:17:10-05:00,2025-03-17 18:47:13+00:00,61.60616190129750
prancer-io/prancer-compliance-test,prancer-io-prancer-compliance-test.tar.gz,opa,kubernetes/cloud/PR-K8S-0030.rego,39.0,2020-05-14 20:23:08-07:00,2021-02-19 23:45:34+01:00,2024-06-13 07:44:17+00:00,18.84383028852230
nakamasato/kubernetes-training,nakamasato-kubernetes-training.tar.gz,gatekeeper,contents/open-policy-agent/gatekeeper/require-labels/k8srequiredlabels.yaml,61.0,2020-05-03 10:48:13+09:00,2022-03-05 16:36:19+09:00,2025-06-09 23:14:33+00:00,36.01288447034220
tmobile/magtape,tmobile-magtape.tar.gz,opa,policies/policy-singleton-pod-check.rego,148.0,2020-04-27 20:40:44-04:00,2020-09-02 16:00:04-07:00,2023-04-14 15:44:47+00:00,11.82755205757000
jameswoolfenden/terraform-aws-cloudfront-s3,JamesWoolfenden-terraform-aws-cloudfront-s3.tar.gz,checkov-py,checkov/WAFEnabled.py,2.0,2019-07-08 23:30:07+01:00,2020-07-09 22:39:22+01:00,2023-07-29 20:06:19+00:00,24.763123189906100
secmon-lab/alertchain,secmon-lab-alertchain.tar.gz,opa,pkg/usecase/templates/policy/authz/http.rego,24.0,2021-07-13 07:18:42+09:00,2025-01-05 09:31:33+09:00,2025-01-19 01:31:17+00:00,98.90824095022440
enterprise-contract/ec-policies,enterprise-contract-ec-policies.tar.gz,opa,policy/release/collection/redhat_rpms/redhat_rpms.rego,14.0,2022-03-31 13:29:23-04:00,2025-01-22 16:25:48-05:00,2025-06-10 10:25:43+00:00,88.12540313628370
jameswoolfenden/terraform-aws-ecr,JamesWoolfenden-terraform-aws-ecr.tar.gz,checkov-py,checkov/ECRImmutableTags.py,1.0,2019-01-05 15:30:59+00:00,2020-03-31 11:33:07+01:00,2024-09-06 12:02:32+00:00,21.768452896929700
ministryofjustice/analytical-platform,ministryofjustice-analytical-platform.tar.gz,kyverno,terraform/aws/analytical-platform-data-production/airflow/files/kyverno_policies/kyv.privilege_escalation.yaml,16.0,2022-11-11 14:49:13+00:00,2023-11-20 15:57:10+00:00,2025-06-09 10:05:57+00:00,39.75827812826030
kyverno/policies,kyverno-policies.tar.gz,kyverno,kubevirt/enforce-instancetype/enforce-instancetype.yaml,389.0,2020-12-02 12:44:14-08:00,2022-09-13 08:15:40-04:00,2025-05-09 07:51:37+00:00,40.13972786531360
osinfra-io/datadog-organization-management,osinfra-io-datadog-organization-management.tar.gz,opa,opa/labels/labels.rego,1.0,2024-05-13 20:50:24-04:00,2024-09-17 19:30:35-04:00,2025-04-07 21:36:26+00:00,38.60078013759570
fybrik/airbyte-module,fybrik-airbyte-module.tar.gz,opa,fybrik/sample-policy.rego,3.0,2022-03-18 20:41:23+02:00,2022-04-06 18:09:58+03:00,2024-07-16 06:20:26+00:00,2.216755482363880
open-policy-agent/contrib,open-policy-agent-contrib.tar.gz,opa,cloud-foundry/polices/pshelpers/compare_numbers.rego,336.0,2017-04-25 14:22:53-07:00,2020-02-28 18:38:40-08:00,2024-11-29 19:36:40+00:00,37.450339385272400
aws-cloudformation/cloudformation-guard,aws-cloudformation-cloudformation-guard.tar.gz,cloudformation-guard,guard/resources/validate/comments.guard,1343.0,2020-11-17 15:58:45-08:00,2023-08-28 20:21:55-04:00,2025-05-07 13:32:20+00:00,62.1499048555368
ioggstream/python-course,ioggstream-python-course.tar.gz,opa,.dockerfile-security.rego,65.0,2014-02-15 01:11:27-08:00,2023-07-25 16:23:19+02:00,2025-05-31 08:40:35+00:00,83.60985922877110
jjgadgets/biohazard,JJGadgets-Biohazard.tar.gz,kyverno,.archive/kube/deploy/core/kyverno/policies/cnp-within-ns.yaml,61.0,2022-04-12 04:42:53+08:00,2025-02-16 17:33:43+08:00,2025-06-27 18:09:19+00:00,88.80051158703710
martin77s/azure,martin77s-Azure.tar.gz,azure,Policy/Audit SQLDB without ThreatProtection.json,18.0,2019-05-30 00:29:50+03:00,2019-09-14 21:49:39+03:00,2024-06-13 07:42:54+00:00,5.858979766986110
bradmccoydev/tfval,bradmccoydev-tfval.tar.gz,opa,policies/opa-tags-policy.rego,5.0,2021-10-22 11:33:27+11:00,2022-08-23 14:42:51+10:00,2023-03-31 06:24:44+00:00,58.101230166926200
erudinsky/azure-bicep-workshop,erudinsky-Azure-Bicep-Workshop.tar.gz,azure,Labs/2-policies/policies/allowed_location.json,17.0,2022-04-10 00:27:39+02:00,2022-09-29 20:33:51+02:00,2025-06-07 11:48:55+00:00,14.970046818124300
jdavid77/home-cluster,Jdavid77-home-cluster.tar.gz,kyverno,k8s/archive/utils/kyverno/policies/auth-annotations.yaml,7.0,2022-11-05 19:54:36+00:00,2024-09-19 11:41:18+01:00,2025-06-27 13:26:10+00:00,70.8608194475394
timebertt/kubernetes-controller-sharding,timebertt-kubernetes-controller-sharding.tar.gz,kyverno,webhosting-operator/config/policy/webhosting-operator-scheduling.yaml,241.0,2022-01-24 08:48:30+01:00,2023-11-03 09:51:06+01:00,2025-06-06 21:48:37+00:00,52.70431144875390
open-policy-agent/opa,open-policy-agent-opa.tar.gz,opa,build/policy/helpers.rego,10329.0,2015-12-28 14:08:25-08:00,2021-12-30 20:25:32+01:00,2025-06-10 14:33:25+00:00,63.55989913672710
cdklabs/cdk-validator-cfnguard,cdklabs-cdk-validator-cfnguard.tar.gz,cloudformation-guard,rules/control-tower/cfn-guard/s3/ct-s3-pr-1.guard,75.0,2023-03-01 07:13:13-05:00,2023-04-26 08:20:18+00:00,2025-06-09 18:05:38+00:00,6.717426293914840
wkspower/wks-platform,wkspower-wks-platform.tar.gz,opa,opa/wks_policy_rules.rego,40.0,2022-07-12 17:21:39+01:00,2023-08-31 10:23:26+01:00,2025-06-10 07:45:46+00:00,38.989591435443
alexrogalskiy/scala-patterns,AlexRogalskiy-scala-patterns.tar.gz,opa,policy/kubernetes.rego,2.0,2020-12-13 09:47:43+03:00,2021-08-12 00:48:26+03:00,2025-06-27 09:40:31+00:00,14.58105011617660
azure/onboardvminsights,Azure-OnBoardVMInsights.tar.gz,azure,Policy/vmss/LogAnalytics_WorkspaceMismatch_VMSS_Audit.json,10.0,2018-07-12 16:10:25-07:00,2018-10-08 13:04:46-07:00,2024-07-23 17:15:53+00:00,3.9891465190814800
department-of-veterans-affairs/bip-archetypetest,department-of-veterans-affairs-bip-archetypetest.tar.gz,opa,local-dev/openpolicyagent/policy/api_authz_jwt_token.rego,0.0,2019-11-21 20:01:40+00:00,2020-04-22 13:01:55-04:00,2023-10-05 20:58:30+00:00,10.811238095877300
torstava/k3s-flux-homelab,TorStava-k3s-flux-homelab.tar.gz,kyverno,kubernetes/apps/kube-tools/kyverno/policies/ingress-annotations.yaml,1.0,2023-04-29 21:20:20+02:00,2023-06-05 09:22:50+02:00,2025-06-26 17:07:46+00:00,4.6268688992633800
weaveworks/policy-library,weaveworks-policy-library.tar.gz,opa,policies/RBACProhibitWatchOnSecrets/policy.rego,4.0,2021-11-30 13:36:44+02:00,2023-08-01 09:36:29+01:00,2024-06-28 09:40:22+00:00,64.71063965745280
equinor/radix-platform,equinor-radix-platform.tar.gz,gatekeeper,azure-policy/constraintTemplates/MustRunAsNonRoot.yaml,29.0,2018-07-06 09:49:57+02:00,2021-04-08 10:39:19+02:00,2025-06-10 08:08:09+00:00,39.78780140937950
thibaultserti/kubernetes,thibaultserti-kubernetes.tar.gz,kyverno,kyverno/custom-policies/revisionHistoryLimit.yaml,1.0,2023-06-14 13:16:10+02:00,2024-02-11 08:36:00+01:00,2025-06-04 18:36:06+00:00,33.52908072611910
thecasualcoder/dobby,thecasualcoder-dobby.tar.gz,opa,dockerfile-security.rego,32.0,2019-02-07 20:07:57+05:30,2020-10-16 03:35:33+00:00,2024-07-20 18:45:01+00:00,30.97923857579190
usa-reddragon/home-cluster-flux,USA-RedDragon-home-cluster-flux.tar.gz,kyverno,infrastructure/kyverno/policies/add-imagepullsecrets.yaml,2.0,2023-08-07 11:49:10-05:00,2025-02-05 20:37:27-06:00,2025-06-24 19:20:35+00:00,79.81435297393450
canada-ca/cloud-guardrails-gcp,canada-ca-cloud-guardrails-gcp.tar.gz,opa,guardrails-validation/policies/09_Limit_egress_traffic/09_Limit_egress_traffic.rego,23.0,2020-12-17 14:21:41-05:00,2021-01-29 15:24:45-05:00,2023-05-19 21:33:04+00:00,4.874218475207630
globalbao/azure-policy-as-code,globalbao-azure-policy-as-code.tar.gz,azure,Bicep/modules/definitions/custom/inherit_all_rg_tags.json,180.0,2021-03-06 13:05:12+11:00,2021-10-04 00:36:10+11:00,2023-10-03 20:31:49+00:00,22.455607891069100
ministryofjustice/modernisation-platform,ministryofjustice-modernisation-platform.tar.gz,opa,policies/member/utilities.rego,700.0,2020-08-05 14:32:30+01:00,2021-07-29 17:09:56+01:00,2025-06-10 14:48:39+00:00,20.231561009087600
hmcts/azure-policy,hmcts-azure-policy.tar.gz,azure,policies/allowed_ip_sku/policy.json,4.0,2021-05-18 09:31:27+01:00,2025-03-26 09:58:19+00:00,2025-05-15 09:48:40+00:00,96.57123045179630
openinfradev/helm-charts,openinfradev-helm-charts.tar.gz,gatekeeper,policy-resources/templates/constraint_k8sAllowedusersPerNamespaces.yaml,10.0,2020-02-10 09:33:23+00:00,2023-10-16 04:35:09+00:00,2024-09-30 01:45:02+00:00,79.34185049453370
diamondlightsource/authz,DiamondLightSource-authz.tar.gz,opa,policy/diamond/policy/proposal/proposal.rego,1.0,2023-11-23 14:28:33+00:00,2024-09-16 11:51:50+01:00,2025-05-12 04:02:29+00:00,55.61404751591190
azure/bicep,Azure-bicep.tar.gz,azure,src/Bicep.Core.Samples/Files/user_submitted/101/mg-policy/main.json,3396.0,2020-05-12 19:18:32-07:00,2022-08-02 15:01:18-04:00,2025-06-27 16:28:17+00:00,43.36934481186260
aquasecurity/starboard,aquasecurity-starboard.tar.gz,opa,docs/tutorials/recommended_labels.rego,1366.0,2020-03-17 14:31:47+00:00,2022-03-28 20:10:37+02:00,2025-04-21 12:46:06+00:00,39.82703907232500
edgelesssys/uplosi,edgelesssys-uplosi.tar.gz,opa,config/validation.rego,10.0,2023-09-28 10:03:30+02:00,2023-10-06 18:04:22+02:00,2024-12-16 13:41:05+00:00,1.871808326112010
fabianlee/blogcode,fabianlee-blogcode.tar.gz,kyverno,k8s/kyverno/add-default-resources.yaml,65.0,2017-04-03 18:51:49-05:00,2024-11-24 17:24:07-05:00,2024-12-02 00:50:12+00:00,99.74628996444770
tmaxbi/hyperdata,tmaxbi-hyperdata.tar.gz,opa,install/onprem/metallb/metallb/policy/controller.rego,7.0,2021-04-13 13:30:31+09:00,2021-08-24 19:19:46+09:00,2023-05-09 02:18:30+00:00,17.626811464665600
kube-components-stack/kustomization,kube-components-stack-kustomization.tar.gz,kyverno,rendered-manifests/addons/namespaces/kyverno/base/additional-policies/always-pull-images.yaml,3.0,2022-06-04 10:30:30+02:00,2022-12-15 16:09:43+01:00,2022-12-23 15:18:07+00:00,96.0422622382906
kata-containers/kata-containers,kata-containers-kata-containers.tar.gz,opa,src/kata-opa/allow-all.rego,6257.0,2018-02-02 09:27:48+00:00,2023-08-14 17:07:35+00:00,2025-06-10 15:47:18+00:00,75.20004136086200
toboshii/home-ops,toboshii-home-ops.tar.gz,kyverno,cluster/apps/kyverno/policies/delete-cpu-limits.yaml,349.0,2021-05-11 23:09:34-05:00,2022-07-25 06:34:53-05:00,2025-02-25 01:21:34+00:00,31.72175136426790
gettek/terraform-azurerm-policy-as-code,gettek-terraform-azurerm-policy-as-code.tar.gz,azure,policies/Network/deny_nic_public_ip.json,155.0,2021-01-01 15:04:26+00:00,2021-11-21 22:46:29+00:00,2025-03-10 16:13:12+00:00,21.210643491910700
a1994sc/helm,a1994sc-helm.tar.gz,kyverno,charts/kyverno-policies/templates/policies.yml,0.0,2022-08-28 18:31:24-04:00,2024-01-27 21:31:42-05:00,2025-05-27 22:57:36+00:00,51.5610661765164
azure/microsoft-defender-for-cloud,Azure-Microsoft-Defender-for-Cloud.tar.gz,azure,Remediation scripts/Provision an Azure AD Administrator on SQL Server/Azure Policy - deny/azuredeploy.json,1813.0,2019-04-15 08:41:22-07:00,2019-10-18 20:48:19+03:00,2025-06-26 07:29:48+00:00,8.2206811975038
datreeio/crds-catalog,datreeio-CRDs-catalog.tar.gz,gatekeeper,index.yaml,643.0,2022-03-01 13:06:56+02:00,2022-06-16 08:37:19+03:00,2025-06-23 18:39:53+00:00,8.82176452886248
verticalrelevance/control-broker,VerticalRelevance-control-broker.tar.gz,opa,supplementary_files/pac_frameworks/OPA/CrossCloud/cross_cloud_demo.rego,3.0,2022-02-02 20:56:39+00:00,2022-05-25 18:22:29+00:00,2024-07-05 21:46:32+00:00,12.65707638588250
alexrogalskiy/spark-patterns,AlexRogalskiy-spark-patterns.tar.gz,opa,policy/kubernetes.rego,3.0,2020-12-23 18:06:26+03:00,2021-08-11 23:31:52+03:00,2025-06-23 00:59:10+00:00,14.078443704522000
kubescape/regolibrary,kubescape-regolibrary.tar.gz,opa,rules/ensure-https-loadbalancers-encrypted-with-tls-aws/filter.rego,125.0,2021-09-01 08:54:29+03:00,2023-01-26 10:06:11+02:00,2025-04-14 12:13:33+00:00,38.75771629325280
kasmtech/workspaces-core-images,kasmtech-workspaces-core-images.tar.gz,opa,ci-scripts/vulnerability-filter.rego,459.0,2021-06-16 09:26:09-04:00,2023-11-22 15:51:05+00:00,2025-04-23 13:26:41+00:00,63.19121635441410
candig/candig-opa,CanDIG-candig-opa.tar.gz,opa,permissions_engine/mask.rego,2.0,2021-06-02 13:26:44-04:00,2024-09-20 23:51:10-07:00,2025-06-11 13:53:03+00:00,82.08710505459420
azure/azure-network-security,Azure-Azure-Network-Security.tar.gz,azure,Azure Firewall/Policy - Azure Policy Definitions/Policy - Enforce Explicit Proxy Configuration for Firewall Policies/Azure Policy - Enforce Explicit Proxy Configuration for Firewall Policies.json,890.0,2019-10-17 23:46:29+00:00,2025-02-07 16:04:00+05:30,2025-06-25 17:37:42+00:00,93.34401915075790
azure/azure-powershell,Azure-azure-powershell.tar.gz,azure,src/Resources/Resources.Test/StacksSubTemplate.json,4473.0,2014-11-18 11:07:43-08:00,2023-06-22 09:45:39+08:00,2025-06-27 14:27:37+00:00,80.98693529762350
enterprisedb/edb-terraform,EnterpriseDB-edb-terraform.tar.gz,cloud-custodian,actions/force-cleanup/policy_template.yml,3.0,2022-08-03 14:09:26+02:00,2024-08-30 19:35:51+00:00,2025-04-14 18:17:57+00:00,76.9657913774541
cmacrae/helm-charts,cmacrae-helm-charts.tar.gz,opa,charts/kove-deprecations/policies/get_default.rego,0.0,2020-08-23 12:06:39+01:00,2021-02-22 18:06:20+00:00,2023-06-15 11:32:19+00:00,17.864353080285900
anokfireball/homelab-as-code,anokfireball-homelab-as-code.tar.gz,kyverno,flux/system/app-configs/cert-manager.yaml,4.0,2024-06-24 07:54:25+02:00,2025-03-10 10:37:58+01:00,2025-06-10 05:22:28+00:00,73.83807005052650
krnese/azuredeploy,krnese-AzureDeploy.tar.gz,azure,ARM/azPolicies/vmNamingConvention.json,131.0,2015-09-29 10:42:47+02:00,2019-02-12 14:52:11+01:00,2024-07-18 12:17:03+00:00,38.3252825664108
azure/draft,Azure-draft.tar.gz,gatekeeper,pkg/safeguards/lib/manifests/v2.0.0/container-allowed-images/constraint.yaml,606.0,2021-11-18 11:54:23-05:00,2024-12-16 18:36:05+00:00,2025-06-23 14:08:28+00:00,85.61837581213520
mpapenbr/iracelog-service-manager-go,mpapenbr-iracelog-service-manager-go.tar.gz,opa,pkg/grpc/permission/policy.rego,0.0,2023-02-18 23:52:43+01:00,2025-02-19 09:35:39+01:00,2025-06-07 17:07:03+00:00,87.09689139009360
azure/ausgovcaf-cloudsoe,Azure-ausgovcaf-cloudsoe.tar.gz,azure,policies/enable-vulnerability-assessment/policy.template.json,11.0,2021-05-27 02:15:01-07:00,2021-06-28 17:47:05+10:00,2022-10-25 02:44:26+00:00,6.192971492941990
azure/canadapubsecalz,Azure-CanadaPubSecALZ.tar.gz,azure,policy/custom/definitions/policyset/templates/Tags-Audit-Missing-Tag-Resource/azurepolicy.json,132.0,2021-09-03 05:41:12-07:00,2021-09-30 18:08:22-04:00,2025-01-20 20:44:55+00:00,2.2175236243425800
boxp/arch,boxp-arch.tar.gz,opa,policy/terraform/util.rego,0.0,2024-02-10 00:03:52+09:00,2024-03-10 20:05:10+09:00,2025-06-09 23:46:25+00:00,6.13415151909536
fingerprintjs/fingerprint-pro-cloudfront-integration,fingerprintjs-fingerprint-pro-cloudfront-integration.tar.gz,cloudformation-guard,cloudformation/rules.guard,10.0,2022-08-04 18:07:14+07:00,2024-02-26 17:49:35+02:00,2025-06-10 14:00:19+00:00,54.86360539031670
bridgecrewio/checkov,bridgecrewio-checkov.tar.gz,checkov-py,checkov/github/checks/require_linear_history.py,7613.0,2019-11-27 11:31:13+02:00,2022-08-24 09:04:51+03:00,2025-06-10 10:53:03+00:00,49.4969614902684
microsoft/docker-provider,microsoft-Docker-Provider.tar.gz,azure,scripts/onboarding/aks/onboarding-using-azure-policy/azure-policy.json,157.0,2015-08-12 18:29:39-07:00,2021-02-23 16:53:28-08:00,2025-06-26 06:50:09+00:00,56.08460597751020
sighupio/module-policy,sighupio-module-policy.tar.gz,kyverno,katalog/kyverno/policies/collection/disallow-host-namespaces.yaml,38.0,2019-09-10 17:19:35+02:00,2023-11-10 15:49:03+01:00,2025-04-02 14:46:24+00:00,74.93826021935520
carbonetes/brainiac,carbonetes-brainiac.tar.gz,opa,internal/checker/docker/rules/user_for_container_created.rego,70.0,2023-05-31 20:07:35+08:00,2023-12-04 09:51:15+08:00,2024-09-12 03:05:12+00:00,39.72800602097960
jr0dd/home-ops,jr0dd-home-ops.tar.gz,kyverno,cluster/apps/kyverno/policies/delete-cpu-limits.yaml,44.0,2021-08-01 20:29:43-04:00,2022-07-24 04:30:18+00:00,2025-06-09 04:15:08+00:00,25.311119395665300
azure/azure-monitor-baseline-alerts,Azure-azure-monitor-baseline-alerts.tar.gz,azure,services/RecoveryServices/vaults/templates/policy/BackupHealthMonitoring_aa56c6a8-87b3-4291-bdff-7996948c3155.json,243.0,2023-08-04 10:58:35-05:00,2024-08-02 10:37:05+02:00,2025-06-25 15:34:25+00:00,52.63418756317950
deckhouse/deckhouse,deckhouse-deckhouse.tar.gz,gatekeeper,ee/modules/015-admission-policy-engine/templates/trivy-provider/constraint.yaml,1165.0,2017-09-29 12:23:33+03:00,2023-09-20 00:24:50+02:00,2025-06-10 15:34:53+00:00,77.60022945113040
elastisys/compliantkubernetes-kubespray,elastisys-compliantkubernetes-kubespray.tar.gz,gatekeeper,rook/helmfile.d/charts/podsecuritypolicies/templates/custom/read-only-root.yaml,31.0,2020-12-01 16:30:18+01:00,2023-08-23 15:50:33+02:00,2025-05-27 08:42:33+00:00,60.75108374643770
litmuschaos/chaos-charts,litmuschaos-chaos-charts.tar.gz,kyverno,security/kyverno-policies/allow-capabilities-for-litmus-experiments-which-uses-runtime-api.yaml,83.0,2019-08-09 19:49:49+05:30,2021-10-13 16:00:11+05:30,2025-04-24 07:25:06+00:00,38.17508277036470
azure/azure-blueprints,Azure-azure-blueprints.tar.gz,azure,samples/old/Ignite2018/DeepDive02/SUB-TEMP-custom-policy-def.json,260.0,2018-10-29 12:02:26-07:00,2019-04-09 10:09:36-07:00,2022-07-28 17:14:24+00:00,11.837026610272600
gnunn-gitops/cluster-config,gnunn-gitops-cluster-config.tar.gz,kyverno,components/kyverno/overlays/policies/check-openshift-deprecated-apis.yaml,93.0,2020-08-20 17:59:28-07:00,2023-08-29 09:59:09-07:00,2025-06-02 20:50:54+00:00,63.1811967630258
packtpublishing/kubernetes-and-docker-the-complete-guide,PacktPublishing-Kubernetes-and-Docker-The-Complete-Guide.tar.gz,opa,chapter11/parameter-opa-policy/rego/limitregistries.rego,100.0,2020-04-21 18:39:46+05:30,2020-07-06 07:14:16-04:00,2023-01-30 09:25:11+00:00,7.488310698675310
googlecloudplatform/pubsec-declarative-toolkit,GoogleCloudPlatform-pubsec-declarative-toolkit.tar.gz,gatekeeper,solutions/guardrails-policies/12-cloud-market-place/constraint.yaml,34.0,2021-09-17 15:46:11+00:00,2022-04-14 13:31:52+00:00,2025-06-16 12:27:57+00:00,15.27249626948160
ishioni/homelab-ops,ishioni-homelab-ops.tar.gz,kyverno,kubernetes/apps/kyverno/kyverno/policies/ingress-cert-manager-annotation.yaml,132.0,2021-11-24 02:04:32+01:00,2023-06-25 17:59:04+00:00,2025-06-09 11:04:10+00:00,44.74232208988440
portefaix/portefaix-kubernetes,portefaix-portefaix-kubernetes.tar.gz,kyverno,gitops/fluxcd/kubernetes/base/kyverno/portefaix/portefaix-policy-p0001.yaml,10.0,2020-10-29 19:52:02+01:00,2022-01-14 12:32:36+01:00,2025-05-29 01:41:20+00:00,26.41266528889380
mchmarny/s3cme,mchmarny-s3cme.tar.gz,kyverno,kyverno-policies/verify-slsa-provenance-keyless.yaml,104.0,2023-01-12 12:07:37-08:00,2023-09-09 15:23:21-07:00,2024-01-28 18:48:38+00:00,63.02593929007170
askmeegs/build-a-platform-with-krm,askmeegs-build-a-platform-with-krm.tar.gz,gatekeeper,5-hosted-resources/bigquery/constraint.yaml,65.0,2021-02-02 11:20:01-05:00,2021-05-09 20:46:02-04:00,2021-12-18 13:33:18+00:00,30.21516683769730
saltbo/zpan,saltbo-zpan.tar.gz,opa,internal/app/usecase/authz/authz.rego,1901.0,2019-09-28 12:39:58+08:00,2023-09-16 22:33:28+08:00,2025-04-20 13:14:17+00:00,71.3519108413534
open-telemetry/weaver,open-telemetry-weaver.tar.gz,opa,crates/weaver_checker/data/policies/invalid_policies.rego,143.0,2024-02-07 13:14:56-05:00,2024-04-11 22:55:12-07:00,2025-06-10 16:04:51+00:00,13.189818283053600
testifysec/archivista-data-provider,testifysec-archivista-data-provider.tar.gz,gatekeeper,validation/archivista-data-provider-constraint-template.yaml,5.0,2023-07-01 08:59:31-05:00,2023-09-28 20:15:03-05:00,2025-02-27 02:42:58+00:00,14.750976004655500
xgridinc/xc3,XgridInc-xc3.tar.gz,cloud-custodian,cloud_custodian_policies/iam-role.yml,52.0,2023-01-04 12:58:27+05:00,2023-03-14 14:20:20+05:00,2024-07-06 00:29:49+00:00,12.585805941871200
boostsecurityio/poutine,boostsecurityio-poutine.tar.gz,opa,.poutine/config.rego,297.0,2024-04-09 17:59:41+00:00,2024-05-08 12:11:52-04:00,2025-06-02 13:50:00+00:00,6.906229620401950
azure/azure-landing-zones-library,Azure-Azure-Landing-Zones-Library.tar.gz,azure,platform/alz/policy_definitions/Deny-Private-DNS-Zones.alz_policy_definition.json,69.0,2024-02-27 11:40:49+00:00,2024-07-03 13:50:39+01:00,2025-06-20 07:50:12+00:00,26.532565218455900
norskhelsenett/ror,NorskHelsenett-ror.tar.gz,kyverno,hacks/scripts/ror-cluster-initializer/policies/non-root.yaml,54.0,2023-10-16 23:31:52+02:00,2024-10-15 09:47:23+02:00,2025-06-27 08:14:13+00:00,58.83118095671680
intelops/genval,intelops-genval.tar.gz,opa,templates/defaultpolicies/rego/dockerfile_policies/deny_add/deny_add.rego,6.0,2023-09-12 06:50:07-05:00,2024-05-20 13:09:25+05:30,2024-11-14 17:59:57+00:00,58.432594662556100
hmcts/cpp-module-terraform-azurerm-aks-config,hmcts-cpp-module-terraform-azurerm-aks-config.tar.gz,gatekeeper,manifests/gatekeeper/constraint.yaml,2.0,2021-07-14 12:16:25+01:00,2022-10-31 10:56:11+00:00,2025-05-06 01:07:28+00:00,34.061062295733400
ministryofjustice/cloud-platform-environments,ministryofjustice-cloud-platform-environments.tar.gz,opa,policy/utils.rego,72.0,2018-05-29 10:51:14+01:00,2020-09-25 16:22:05+01:00,2025-06-10 16:17:39+00:00,33.092290987420600
lowrisc/sonata-software,lowRISC-sonata-software.tar.gz,opa,exercises/firmware_auditing/part_3/malloc_check.rego,10.0,2024-05-20 13:22:59+01:00,2024-09-25 12:20:35+01:00,2025-05-22 12:43:53+00:00,34.86419796068460
onosproject/onos-helm-charts,onosproject-onos-helm-charts.tar.gz,opa,onos-umbrella/files/opa-rbac/devicesim-1.0.0.rego,31.0,2019-12-12 09:33:35-08:00,2022-01-12 13:04:00-08:00,2024-09-16 16:25:23+00:00,43.80269357054920
cloudposse/terraform-spacelift-cloud-infrastructure-automation,cloudposse-terraform-spacelift-cloud-infrastructure-automation.tar.gz,opa,catalog/policies/trigger.dependencies.rego,39.0,2020-11-05 09:03:23-08:00,2021-06-17 14:08:26-04:00,2025-05-29 20:00:27+00:00,13.447097158584200
bigkaa/youtube,BigKAA-youtube.tar.gz,kyverno,kyverno/polices/02-hostpath.yaml,330.0,2020-09-29 15:31:43+03:00,2025-01-30 15:51:53+03:00,2025-06-26 13:33:29+00:00,91.5063405164942
nirmata/kyverno-policies,nirmata-kyverno-policies.tar.gz,kyverno,workload-security/restrict-secret-role-verbs/e2e/chainsaw-step-01-assert-1.yaml,17.0,2021-11-29 10:15:21-08:00,2025-01-08 16:38:38+05:30,2025-05-27 19:23:17+00:00,89.07150185692110
lenaxia/home-ops-prod,lenaxia-home-ops-prod.tar.gz,kyverno,cluster/apps/kyverno/policies/apply-ingress-external-dns-annotations.yaml,15.0,2022-10-09 09:04:44+00:00,2023-01-07 19:55:50+00:00,2025-04-30 13:13:50+00:00,9.682591353269910
elastic/cloudbeat,elastic-cloudbeat.tar.gz,opa,security-policies/bundle/compliance/policy/azure/common.rego,52.0,2022-02-14 18:46:52+02:00,2023-10-30 13:49:27+00:00,2025-06-10 12:17:16+00:00,51.40041476734660
intel/policy-library-intel-aws,intel-policy-library-intel-aws.tar.gz,hashicorp-sentinel,policies/intel-aws-instance-deny-unapproved-instance-types/intel-aws-instance-deny-unapproved-instance-types.sentinel,16.0,2022-11-25 10:09:17-07:00,2023-01-26 10:02:23-05:00,2025-01-16 18:14:57+00:00,7.906547824747680
kyverno/kyverno-json,kyverno-kyverno-json.tar.gz,kyverno,catalog/ecs/ecs-service-public-ip.yaml,84.0,2023-09-27 22:42:23+02:00,2023-11-01 21:53:33+01:00,2024-10-09 11:39:19+00:00,9.270559962455190
veraison/services,veraison-services.tar.gz,opa,policy/opa.rego,27.0,2022-07-21 14:50:54+01:00,2022-08-24 09:43:23+01:00,2025-05-02 21:41:40+00:00,3.324367981531530
mrwulf/home-cluster,mrwulf-home-cluster.tar.gz,kyverno,cluster/apps/system/kyverno/policies/remove-cpu-limit.yaml,11.0,2021-11-09 00:05:52-08:00,2025-01-29 20:54:50-08:00,2025-06-10 05:13:02+00:00,89.9904772625521
